"","x","route","location","url","avg_stars","route_type","rating","pitches","length","area_latitude","area_longitude","desc","protection","num_votes"
"207",68223,"Winged Mongrel","Main Wall > Hawksbill Mtn > Linville Gorge > 2. Northern Mountains Region > North Carolina","https://www.mountainproject.com/route/106530577/winged-mongrel",3.2,"Trad","5.10a",1,85,35.91343,-81.88633,"Start on near vertical rock~ head up and left to a vertical crack~ pull a couple of awkward moves to a good stance below the roof~ place some good gear~ and get moving on the rather steep roof.  Exit to the left before the end of the roof!    Other advice from the guide book...    Start: At left most side of cliff on a bushy pedestal.   Pitch 1: Move up the face and angle left to where a roof and angling crack system meet.  Follow the corner up and right until you can monkey-bar onto the face using huge jugs.  Continue up the face to a natural belay near the top of the cliff.   Descent: Move right to rappel from the two bolts atop ""Eros Direct"".  80 feet.    Information from ""Select Climbs in North Carolina"".  Yon Lambert and Harrison Shull.  2002.","Standard rack",30
"208",100793,"Driving Over Stella","Winterfest Wall > North Table Mountain/Golden Cliffs > Golden > Colorado","https://www.mountainproject.com/route/105759168/driving-over-stella",2.2,"Sport","5.11b",1,50,39.76953,-105.22006,"This route is just to the right of Rebel Yell. The crux is half-way up--you diagonal up left over a bulge. The sequence is demanding and tricky but definitely worth the go. I layed back the right edge of the bulge~ which allowed me to get my feet up to a ledge and push and grunt my way from there up to a better stance and the higher holds up left. (There looked to be an alternate route on the right up a slab on nasty crimpers.) This one could have been dubbed Rebel Yell as well--that's what I was doing as I forced my way through that section. It felt like one of the harder 11b's I've done....","5 bolts to double anchor.",27
"209",42643,"Finger Flake","(04) Showdown Wall > Palomas Peak > Albuquerque Area > New Mexico","https://www.mountainproject.com/route/106509851/finger-flake",2.4,"Trad","5.7",1,35,35.2347,-106.406,"This is one of the best easy routes at the crag~ but requires (very minimal) gear.  Good to TR beginners on.    Heads up a right facing flake / finger crack and then a crack / slab.     You can also lead the the crack in the corner 3 feet left of the flake or any combination of the two you like and stay at 5.7.    I prefer to do one then  the other for the most bang for my buck.","Single set of cams (C4) from 0.3 to #1.  Doubles of 0.4 and 0.5 if you are worried.  Single set of nuts would be fine too.  2BA.",21
"210",97625,"Hide and Seek","Atlantis South Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona","https://www.mountainproject.com/route/108390449/hide-and-seek",2.4,"Trad","5.7",1,95,33.30561,-111.07634,"Just as you enter the canyon from the trail~ on the right side of the canyon~ about 10 feet to the right of Sir Charles is a hand crack up mostly good rock. A bit loose in a couple spots but at this grade you won't be pulling down hard. Mostly 5.5/5.6 climbing. Great for the beginning trad leader. Great Pro whenever you need it. Lots of pockets and stances","doubles .3 to #4~ #5 optional (BD sizes)~ 2 long runners nice. Two Bolt Anchor (shared with Ali Cat) with rap rings.",27
"211",6764,"Chock Stone","Castle Rock Proper > Castle Rock Area > San Francisco Bay Area > California","https://www.mountainproject.com/route/106316141/chock-stone",1.9,"Trad, TR","5.8",1,45,37.2284,-122.0961,"Chock stone is found left of the 5.5 summit route and right of the huge cave. look for the obvious dihedral that is only about 30 feet high.    This climb is short but fun and good to do if your arms are tired as it can be stemmed almost the whole way up. Pass a 5.8 bulge / roof for the crux to easier ground above.    One and a half stars.","You can set a TR anchor by going up the summit route and slinging a natural hole in the rock equalized with a solid single bolt.",28
"212",30041,"Ultramarine","The Living Room > Crag 6 > Ten Sleep Canyon > Wyoming","https://www.mountainproject.com/route/111984518/ultramarine",3.1,"Sport","5.12a",1,45,44.13882,-107.24525,"The left line up the blue streak. Pull on great pockets and edges wandering a bit left around the 4th bolt.  Steep and blue with quality movement the whole way.","6 bolts~ sport anchor",25
"213",34608,"First Day","f. Off Limits & Reach Around Walls > Peterskill > The Gunks > New York","https://www.mountainproject.com/route/105902363/first-day",2.5,"Trad, TR","5.7",1,60,41.74033,-74.21654,"There are two ways to do this route~ once past the huge horizontal offwidth: left open book goes 5.7~ right open book goes 5.8.","Adequate.  Can sling large boulder for anchor~ and put in additional pieces under it.  The only trees in the vicinity are Pitch Pines.",29
"214",85425,"Lime Line Variation","Kermits Wall > Little Cottonwood Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/105740087/lime-line-variation",2.1,"Trad","5.10d",1,80,40.5738,-111.7549,"Start up a small slab~ heading into a very thin steep dihedral.  This dihedral is the crux~ and may be hard to protect.  Climb up thin holds in the dihedral~ joining Smitty's Wet Dream after 15' - 20' up.  Follow Smitty's to the anchors.    Either rap with one rope (Cranial Prophylactic's anchors)~ or do CP's second pitch.","Very small gear and one bolt in the slab.  A TR is also possible after climbing Cranial Prophylactic or Smitty's Wet Dream~ and safer.",18
"215",40026,"Billie Idol (aka  ""Fallen Idol"" p.2)","Moss Cave & Face Dancer > Sinks Canyon > Lander Area > Wyoming","https://www.mountainproject.com/route/105829046/billie-idol-aka-fallen-idol-p2",2.4,"Sport","5.8",1,70,42.74037,-108.83965,"This newer line is a continuation of the slab up the Fallen Idol Pillar and makes a great warm up.  It may have a different name (let me know and I'll change this).  A great addition to the cliff~ and perhaps 4 stars after it cleans up a bit.  This line climbs the fairly steep headwall above the pillar on large to huge pockets with fun movement.  Well bolted at the bottom when out of view of your belayer.  Be sure to get a smart belay as slack and a fall would lead to nasty consequences.","4-5 bolts in addition to the 3 bolts on the pillar below~ to anchors.",28
"216",68841,"Crash Position","T-Wall East > The Tennessee Wall > Tennessee","https://www.mountainproject.com/route/105903281/crash-position",2.9,"Trad","5.9",1,80,35.07379,-85.40108,"The Tennessee Wall is known for blocky~ well-featured sandstone: roofs~ cracks~ and corners abound.  Naturally~ some of these corners are of the outside variety.  As they protect naturally (for the most part) as well~ they attract less traffic than the less intimidating~ 'inside' kind. Naturally.    Crash Position is the starter route on the T-Wall Arete Tour~ offering up the classic elements of adventure (beauty~ setting~ exposure~ and uncertainty of outcome) in a slightly milder form than its hairier~ more outre' cousins.    Look for a crack splitting a varnished bulge about 15 feet right of the clip-up 'Surf's Up'.  Pull the bulge~ and trend up and right on easy and runout ground until the arete yields better pro and harder moves. ","Good~ bad~ good.  Nothing real big.    Ringbolts.",36
"217",9978,"Split","Hidden Tower > Real Hidden Valley > Joshua Tree National Park > California","https://www.mountainproject.com/route/107134459/split",2,"Trad","5.6",1,80,34.01456,-116.16825,"This is a vertical hand crack with one small overhang~ fairly exposed.  This would be a good choice for a well-protected 5.6 trad lead.  Rappel from the top.","standard rack",19
"218",97085,"Cupcake","Solomon Area > The Promised Land > **Prescott Area > Central Arizona > Arizona","https://www.mountainproject.com/route/105983252/cupcake",1.9,"Sport","5.4 PG13",1,40,34.81519,-112.40776,"Easy low angle climb with small roof at top.","4-5 bolts to two bolt rap",27
"219",102214,"Quick Lick","North Face > Dike Wall > Mammoth Lakes Area > Sierra Eastside > California","https://www.mountainproject.com/route/105912335/quick-lick",2.7,"Sport","5.11a",1,40,37.59625,-119.0136,"This tricky little number ascends the short face right of the Satterfield Corner.  Great dike pinching with no so great feet.  Harder than it looks.","4 bolts to open shuts",26
"220",95127,"Nirvana","West Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California","https://www.mountainproject.com/route/105987515/nirvana",3.3,"Sport","5.11+",2,160,38.7991,-120.1361,"Climbs the Arete to the left of Hospital Corner. First pitch follows the beautifull orange arete through thin delicate moves to a bulge~ then up dikes to a preplexing finish. One 60m rope will get you close to the ground. Carefull or you'll drop someone on the lower off. The second pitch climbs even thinner and more balancy moves past a few bolts to the anchor.","9 draws.  Bolts with Carabiners. Lower Off.(1st Pitch)  Rap Bolts (2nd Pitch)",27
"221",100168,"Gray Cell Green","Cyclops Rock > Hidden Valley Campground > Joshua Tree National Park > California","https://www.mountainproject.com/route/105722038/gray-cell-green",2.3,"Sport","5.10d",1,50,34.01496,-116.15944,"Boulder up the start until possible to clip the first bolt then work your way left to clip a second bolt. Good footwork will make the somewhat crimpy moves to the third bolt easier. Climb past a final bolt and finish up with easier moves via a short hand crack onto a ledge with anchors.    A short route that is decent enough worth doing if in the area. Originally there was another fixed pin before the first bolt - it may be possible to get a small (0.5"")piece in if necessary. Additionally one can get a 2.5"" piece in the crack section at the top if needed.    The hard moves and the bulk of the climbing are well protected and it has an anchor- so I'd call it a sport route. Two stars out of five.","4 bolts~ bolted anchor/rap",35
"222",109783,"Butt Crack","Upper Pivot Point > Pivot Point > Seward Highway > Anchorage & South Central Alaska > Alaska","https://www.mountainproject.com/route/107146387/butt-crack",2.5,"Trad","5.7",1,25,61.0215,-149.74339,"A fun hand crack on the backside of the formation.  Great first trad lead too.  Easy free solo if that is your thing.",".3-#3 Camalots allows you to place every 2 feet.  Great first trad lead.",45
"223",28603,"Nirvana Blues","(L1) John Nichol's Wall > Utopian Vistas > Taos Area > New Mexico","https://www.mountainproject.com/route/105973226/nirvana-blues",2.7,"Sport","5.10d",1,70,36.3645,-105.7274,"A pumpy crux finish. Great climbing on solid basalt.","Six clips will get you to a two bolt anchor.",14
"224",79766,"Plate Tectonics","Tectonic Wall > Muir Valley > Red River Gorge > Kentucky","https://www.mountainproject.com/route/106065471/plate-tectonics",3.3,"Sport","5.10a",1,70,37.7301,-83.6318,"Another classic...a tricky start leads to pumpy plate pulling pleasure...Yeah!","6 bolts/anchors",723
"225",45282,"Unknown 5.9 (AKA L3)","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/106876316/unknown-59-aka-l3",2.1,"Sport","5.9+ PG13",1,60,36.15536,-115.43609,"This is a new route in the corridor- the third on your left as you enter the lower tier~ it ascends an obvious line of features.    Care should be taken on this route as many of the features are hollow and the route is still shedding rock. The bolts are also spaced somewhat~ so be mindful.","Bolts to anchor",173
"226",102099,"Morning Wood","Solarium > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California","https://www.mountainproject.com/route/105965425/morning-wood",3.4,"Sport","5.11a",1,150,37.51713,-118.57143,"Hard (and nicely slippery) from the start.  Gain the arete moving right to left~ then straight up.  Defined cruxes (11a-~ 10d) are interspersed with easier and fun moves.  Finishes w/ a worthy crack.    Can descend w/ one rope in two raps if you swing left and utilize the anchors for Split Decision. Or rap 115' from the Sendero Luminoso anchors.","16 bolts",45
"227",76201,"Shark Toof Roof","Rhinozone > Fun Rock and Nearby Crags > Mazama > Okanogan > Washington","https://www.mountainproject.com/route/107250578/shark-toof-roof",1.9,"Sport","5.11b",1,40,48.60536,-120.43262,"Slab moves bring you to a boulder problem roof pull through a slot.  Much easier climbing leads to the chains.","5 bolts",16
"228",8612,"Blitz Girls","White Cliff > 10 Mile Canyon > Colorado","https://www.mountainproject.com/route/106900898/blitz-girls",2.4,"Trad, Sport","5.8",1,100,39.5679,-106.1227,"The route starts 30ft up a 3rd class~ left-trending ramp and is the leftmost of the two routes.  Follow the bolts beginning in dark rock~ up edges and incuts.  After the fifth or sixth bolt (depending on if you clipped the silly first bolt)~ trend a bit right and follow an excellent crack on gear to the 2-ring top anchor (Rufies continues left-ish with 3 more bolts).  A great line.  60m rope just makes it~ tie a knot in your rope end or risk dropping your leader!","A few bolts and a handful of small-mid sized cams and nuts.  There are anchors on top.  A 70m rope is ideal~ a 60m barely makes it~ be careful.",29
"229",41950,"Dog Logic (aka Here Kitty, Kitty)","Dog Wall > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/105880567/dog-logic-aka-here-kitty-kitty",2.5,"Sport","5.11b",1,50,36.14742,-115.4295,"Climbs a vertical to gently overhanging wall on good edges to anchors at the lip of the wall. This was the second bolted line on the wall; it was orinally a toprope problem but soon after bolted.     Listed in current guidebooks as Here Kitty~ Kitty and rated 5.11c.","4 bolts~ anchors (3/8"" & 1/2"" SS)",87
"230",102811,"Detritus Spite Us","5. The Iron Wall > South Side > Volunteer Canyon (The Cwm) > Sycamore Canyon > Northern Arizona > Arizona","https://www.mountainproject.com/route/107682250/detritus-spite-us",3.2,"Trad","5.10+",1,90,35.11762,-111.93578,"Detritus Spite Us is a fantastic right angling line that really captures your eye when taking in the wall from across canyon. DSU serves up everything from fingers to hands jamming~ awesome stemming~ and a roof cap move that is both cruxy and beautiful.  Rappel 90' to small~ obvious belay ledge. Be careful when setting the rap line to make sure you will hit the ledge.  Start off of small belay ledge and work your way towards the left hand crack. Pass several engaging moves to get established in the stem box~ and then pick your path of gear. At the roof~ take a deep breath and commit to the very airy left exit with heel hooks~ jugs~ and maybe even a small swing! Romp to the top.","Set of doubles from fingers to hands~ small-medium-large wires. Runners.",17
"231",72717,"Deep End","Division Wall > American Fork Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/105992225/deep-end",3,"Sport","5.11a",1,60,40.4503,-111.668,"What a great route. Different than most AF routes because you only have a small handful of pockets on the entire route. Most of the climb involves moving from crimp to crimp while trying to fight the burn. There are a few places that you can get solid rests if you can find them.","none listed",225
"232",51829,"The Sun Never Sets","Civilization Crag > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/106718682/the-sun-never-sets",2,"Sport","5.7",1,55,36.14543,-115.42639,"This route starts on the left arete on the prow of rock to the left of the main wall. Climbs the interesting varnished face to the last bolt~ then work up about 12' of fun slabby finger crack to anchors.","6 bolts to chains.",76
"233",86324,"Spring Showers Bring May Flowers","The Thunderhead > Sunshine > Spearfish Canyon > South Dakota","https://www.mountainproject.com/route/107249874/spring-showers-bring-may-flowers",2.2,"Sport","5.9-",1,40,44.29596,-103.89038,"A sweet warm-up or another challenge for the beginning climber. Slabby~ yet just a bit on the verticle edge. This thing is a pocket-pulling parade that gets more challenging the more altitude you gain.","4 bolts. Closed Shuts.",18
"234",85089,"Revenge of the Rock Gods","Pistol Whipped > Indian Creek > Moab Area > Utah","https://www.mountainproject.com/route/105826507/revenge-of-the-rock-gods",2.6,"Trad","5.10+",1,70,38.00828,-109.58715,"This is an excellent route located 30 feet to the right of Spaghetti Western that climbs the shallow but obvious right-facing corner and breaks from fingers to hands within the first 30 feet.    Start by climbing up the broken band off the ground and placing gear from the ledge~ a yellow TCU and red alien should do!  Work through the fingers and off fingers section and either jam or layback the green camalot section for 15 feet.  The climbing remains physical to the top.        ","Double up on the 1.5 & 2 friends or bring two green camalots for the crux.  You will also need a red alien for the start of the fingers section and hand size gear~ 3-3.5 for the top.",81
"235",36308,"Jam Crack","3. Box Canyon > East Bluff 06 - Balanced Rock > Devil's Lake > Wisconsin","https://www.mountainproject.com/route/108132465/jam-crack",2,"Trad, TR","5.6",1,30,43.41433,-89.72492,"Short jam crack that leads to Balanced Rock","Standard Rack",22
"236",36158,"The Grotto","08: Two Pines Buttress > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin","https://www.mountainproject.com/route/106785978/the-grotto",2.8,"Trad, TR","5.4",1,60,43.41367,-89.7134,"Nice chimney climbing.","TR or ?",31
"237",56964,"Captain Bullet","The Frontera > Maple Canyon Road > Maple Canyon > Utah","https://www.mountainproject.com/route/106011920/captain-bullet",3.2,"Sport","5.13a",1,30,39.5551,-111.6795,"Twenty feet off the road~ and enticingly steep~ this handsome route begs to be climbed every time you drive by.      Make some pocket moves past two huge watermelon sized cobbles to the crux which involves a bomber kneebar~ and some bad slopers.    Since this route is short~ and it's very difficult to clip the last bolt~ an attentive belay is required to keep a falling climber from hitting the ground.","Quickdraws are required.  The anchors have carabiners.  A kneepad is useful~ and a 50 meter rope will very easily get you back to the ground.",17
"238",107281,"Pocket Reference","Four Blocks Crag > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado","https://www.mountainproject.com/route/107147755/pocket-reference",3.1,"Sport","5.10a",1,45,38.9351,-108.485,"This moves up the arete on small face holds.  The easy start can be done stemming the corner or try direct to the first bolt for a challenge.","5 bolts to a chain anchor.",32
"239",101994,"Left Ski Track","Intersection Rock > Hidden Valley Campground > Joshua Tree National Park > California","https://www.mountainproject.com/route/105725131/left-ski-track",3.1,"Trad","5.11a",1,160,34.0148,-116.163,"The east face of Intersection Rock is sliced by several left- slanting crack systems (The Ski Tracks)~ all of which offer good to excellent crack climbing. This route~ as the name implies~ takes the left-most crack that reaches from the ground all the way to the top in one elegant sweep.  While it's certainly possible to break into two pitches~ it's recommended to be done as one long pitch. The crux is found early on near a bolt~ but stays interesting for a bit longer. Near the halfway mark there are several options to finish - 1) stay in the crack to the top or 2) cut out right and climb steep plates~ finishing right of the crack. To descend make two single rope rappels down Mike's Books on the south face of the formation or make one single rope rappel from the top of North Overhang on the north side of the formation (you will want a 60 meter rope for this rap).  A really fun route that is so close to the road there's really no excuse for not doing it at least once. Should the climbing seem difficult~ imagine climbing it like Tom Higgins did on the first free ascent - without all the modern gear available today. Three stars out of five.","Bolt (3/8"") and a selection of gear to 3""",159
"240",102945,"Ninja Warrior","1.The Left Wall > The Waterfall > Oak Creek Canyon > Northern Arizona > Arizona","https://www.mountainproject.com/route/107105072/ninja-warrior",2.7,"Trad","5.10+",1,70,34.9318,-111.73386,"Ninja Warrior is the dihedral to the right of Rising Sun and a significant step up in difficulty and quality. Start up blocky rock and climb towards the finger crack dihedral passing a couple ledges. Once in the dihedral expect tight fingers with big moves in between good locks. The upper section is sustained for the grade~ and may feel more like 5.11a during an onsight.","Triples on #00- #2 TCU's single set of other cams.  Small/medium wires.  Runners.  Chain anchor fixed biners.",24
"241",93292,"Bunny Slope","Atlantis South Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona","https://www.mountainproject.com/route/106892703/bunny-slope",1.6,"Sport","5.9-",1,80,33.30561,-111.07634,"none listed","none listed",21
"242",48730,"Jerry's Kids","West Face > Devils Tower > Wyoming","https://www.mountainproject.com/route/105856167/jerrys-kids",2.7,"Trad","5.10b",1,120,44.5904,-104.71681,"Although probably not a route that you're going to roadtrip to the Tower to do~ this pitch is pretty worthwhile~ especially as a warmup for MR. CLEAN (if TULGEY WOOD is occupied).  Some stemming (can ya believe that?)~ a small roof or two~ and generally ""cerebral"" the whole way- not just a stem-it or plug-it pitch~ but one to get those neurons firing...","Mostly stoppers and smallish cams~ with a medium cam or two nearer the top.  Three bolts provide protection when the crack seams down.  Overall protection is good - better than it looks from below.",22
"243",114931,"The Green Zone","Little Eiger > Clear Creek Canyon > Golden > Colorado","https://www.mountainproject.com/route/105764079/the-green-zone",2.7,"Sport","5.11a",1,100,39.7432,-105.2991,"You are not in The Green Zone in Baghdad but you may feel you have been in a fire fight after you climb this one. The right side of the Eiger continues to yeild excellent long routes. The Green Zone is a monster sport route~ take 18 draws! Start 15 feet right of ""The Naked Hedge"" in a surf curl.     Crank past four bolts through the overhang~ pump over the lip and then friction past two more bolts~ 5.10c/d. The climb eases for two clips up to the small corner. Delicate and steep moves up the corner on 5.10 will get you to the 5.11a crux.  Power through the steep tricky face~ 95 degrees~ past two bolts and then fire for a hidden jug over the lip.  Continue to the top on 5.9+. A 60 meter rope [will not get you down~ even with rope stretch]. We used a 70 and had 12 feet of extra rope laying on the ground.    Mike Bronson contributed much to this effort by finding the most creative path through the first crux. The start was dirty and loose. Mike sent a 60 pounder to the shoulder of US 6. The climb cleaned up nicely and with a few ascents the lichen will go. I scrubbed for hours already~ so don't complain too much if you do the second ascent.","16 bolts plus a two bolt anchor!",147
"244",61842,"Threading the Alpine Needle","1. Square Inch Wall > Echo Crag > WM: Franconia Notch > New Hampshire","https://www.mountainproject.com/route/106038227/threading-the-alpine-needle",2,"Trad","5.6",1,60,44.1777,-71.6891,"Start at yellow birch tree~ make some easy moves up to a ledge~ make more fun moves up to the anchor.   This is a great route for the trad leader who is just learning.","Stnd. Rack~ bolted anchor.",30
"245",7967,"Doc Denman","Tall Green Wall > Phantom Canyon > Canon City > Colorado","https://www.mountainproject.com/route/111770258/doc-denman",2.3,"Sport","5.9",2,150,38.5206,-105.1207,"The first bolt has an orange hanger (per JF M: this is the right of the two adjacent orange hangers). The first pitch is ~100'. Both pitches have 2 bolt anchors. There might be some loose rock just before the 2nd anchor. Please note that a single 70m rope will not reach the ground from the 2nd anchor.","P1 has 10 bolts and a 2 bolt anchor.    P2 has 7 bolts and a 2 bolt anchor.",12
"246",106622,"Hustle","Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado","https://www.mountainproject.com/route/106571816/hustle",2.1,"Trad","5.10+",1,75,40.0025,-105.3974,"This is currently the 2nd from the left of the bolted routes on this buttress.  It starts on what appears to be a smoothish slab.    Hop onto the slab (best part).  Find a nice left foot edge and reach for the diagonally thin crack (crux).  Scamper up to a ledge~ you can protect with a #1 or #2 Camalot~ then a yellow or possibly red Alien.  Angle up and right to 2 bolt anchors with Mussy hooks.  With the bolts so close~ you could probably traverse further right to select between this route and the next 2 route's anchors.  Note~ the two key slab holds feel like they will round down and become less positive with traffic.  Addendum: some folks say this is 11- now.    It's probably between 1-2 stars.  The route to the right is better.    This had been given a name within the database~ but someone has deleted it. Now others have provided the name~ Hustle.  This may have been climbed in the 1980s by Ed Ash.","7 bolts + a few cams from yellow Alien/TCU to #1 or 2 Camalot.",40
"247",61012,"China King","Buffet Wall > Denny East > Denny Cove > Tennessee","https://www.mountainproject.com/route/113978221/china-king",2.8,"Sport","5.11d",1,80,35.15027,-85.68691,"Going up the middle-ish side of the left buffet wall.  Start on a large boulder  near a lower protruding roof. Follow the bolt line through tufa-ish flakes.    Crux comes around the chain draw.     Depending on what you do here make's it easy (11+) or hard (12).     - Use comfy beta or Crimp it out    1 last punch stands at you need to pull the roof.","bolts~ 2 anchors~  Lower anchor when wet~  upper extension as well.",13
"248",57168,"Dragonslayer","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky","https://www.mountainproject.com/route/105886633/dragonslayer",3.1,"Sport","5.10d",1,50,37.7334,-83.6591,"A short pitch~ but the whole thing is good.  THe brevity of it is mitigated by the chance to climb it~ AWOL~ and Crazy Fingers all back-to-back~ for 150 feet of great climbing~ all at ~ the same grade and character.    Just a few feet right of A.W.O.L. is a second climb of a similar grade~ perhaps a shave harder. Your success on this climb is dependent on having some finger strength~ and on finding and using some thin footholds. The monos are not 'hangers' because you have good feet to hold your weight~ they are just for holding you in~ so the stress is not incredible. The route also gets easier as you progress.","5 bolts to a 2-bolt anchor.  Be careful clipping the second bolt- it is best to climb an extra move and clip from the good hold than to hang out below and pull extra slack.",146
"249",8410,"Glue Factory","Horseshead > Palisade Mountain > Big Thompson Canyon > Estes Park Valley > Colorado","https://www.mountainproject.com/route/106702752/glue-factory",2.2,"Trad","5.8-",1,100,40.43698,-105.31733,"Perhaps 150 feet down/west of Neighsayer is a clean but low 5th class v-slot. A few feet left is a series of blocks and flakes leading to a nice~ left to right curving ____ ending at a fir~ 100 feet. It is way presumptuous to say a first - i.e.~ slings and locking biner on the fir.","Standard rack.",13
"250",81295,"Dairy Freeze","World Wall > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington","https://www.mountainproject.com/route/105790187/dairy-freeze",2.8,"Sport","5.12b",1,70,47.49883,-121.75525,"On the far left side of World Wall I~ on the way to Micro World.  The start is an increasingly steep jug haul up to a thin~ technical crux.  Short people think this is harder than the given grade.  The route finishes with a steep face (including a mantle on a big sloper) on amazingly grippy rock out of character with the rest of the climb and the area.","Bolts with chains (and perma-biners) at the top.",14
"251",32287,"Little Trad","B: Tre France Wall > A: Main Bluff > EM: St. Francois State Park > Missouri","https://www.mountainproject.com/route/111366446/little-trad",3.7,"Sport","5.11a",1,35,37.96796,-90.53581,"Moderate for St. Francious. Climb the mixed line top out straight and right. Strong contender for best route at the site.","5 bolts to anchor",15
"252",50601,"Debbie Does CPR","Below the New Wave > *Rumney > New Hampshire","https://www.mountainproject.com/route/105921711/debbie-does-cpr",2.2,"Sport","5.11a",1,30,43.8021,-71.8367,"Start up the orange slab in front of the large tree.   Follow the bolts up and over the 90 degree roof (crux) then into the corner to the LO.","4 bolts to quick clip anchor.",133
"253",67678,"Bob's Gone Batty","Section 1 > Rocky Face Recreational Area > 3. Piedmont Region > North Carolina","https://www.mountainproject.com/route/108784245/bobs-gone-batty",2.3,"Sport","5.8-",1,25,35.96386,-81.12083,"Use the start for Ben's Done Been (Bat Flake) and climb up to the third bolt. At the third bolt~ transition left to the third bolt of Bob Right and head for the rings. Most people are taking the path of least resistance but when originally climbed~ the line was meant to go over the roof~ directly over the drill hole. In fact~ the drill hole was used for a hold where it enters the roof on its upper side. The hold can be difficult to locate but it is there. Unless you like awkward moves~ don't bother climbing it in this manner. The grade reflects the easier path.","Four bolts to ring anchors.",14
"254",26641,"Martini","Martini Sector > The Discovery Wall > The Fins > Central Idaho > Idaho","https://www.mountainproject.com/route/108134332/martini",3.5,"Sport","5.12a",1,75,43.72721,-113.08171,"Climb up and end at the flake for which this sector is named.   A beautiful route with fun movement.","8 bolts to sport anchors.",101
"255",67516,"K-Mart Special","Table Rock > Linville Gorge > 2. Northern Mountains Region > North Carolina","https://www.mountainproject.com/route/106460685/k-mart-special",2.2,"Trad","5.6",1,100,35.88831,-81.88519,"This fun pitch climbs from Lunch Ledge to Lightning Ledge on the East Face.  According to Jeep Barrett~ the name comes from the shoes worn by Jim Gravely on the FA.  Apparently~ the shoes - proudly procured at the Morganton K-Mart - failed Gravely on the slippery slab moves at the very end.  At the time~ no bolt guarded these moves~ and he took a 30 footer (Gravely OK'ed the addition of the bolt).    From the two-bolt anchor on the lower left side of Lunch Ledge~ climb straight up~ passing two bolts on the way to a big roof/overlap.  Ape out on big holds~ clipping an old pin en route.  After the  roof~ move straight up toward the ledge.  When you hit the fateful slab move~ you'll be glad you're wearing sticky rubber.","A light rack is all that is needed.",13
"256",44214,"Unknown 5.6","Hard Rock > American Fork Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/106809263/unknown-56",2,"Sport","5.6",1,40,40.4507,-111.6717,"A line on on mostly large edges with a number of pockets interspersed here and there. A fair amount of vegetation is on the route~ but doesn't interfere with the climbing at all.    Mostly quite easy~ with one slightly more difficult bit where the large edges and pockets temporarily vanish and a couple of small crimps are key.","6 bolts~ single-ring anchors.",91
"257",40881,"Spigolo Sud aka the South Rib","Sass di Stria ""Hexenstein."" > Lagazuoi , Fanis and Conturines Group > Dolomites > Italy > Europe > International","https://www.mountainproject.com/route/107440625/spigolo-sud-aka-the-south-rib",3.1,"Trad, Alpine","5.7",6,660,46.53056,12.0069,"A great route~ well worn from many ascents~ popular~ climbs quickly~ relatively short approach~ with a great historical descent through old WWI trenches.     Can be crowded.  Sometimes very crowded.    The route starts on the left side of an open trough (on the left side of the little pinnacle)~ just right of the south rib.  Climb up and left~ staying just right of the ridge crest for the first pitch (~25m) and the second pitch (~40m).    The third pitch climbs up to the crest of the rib~ then~ jogs right through a slanted chimney~ then~ breaks back left to the ridge crest to a belay (~45m).    Fourth pitch climbs up on large features to a ledge which wraps around to the southwest.    Fifth pitch climbs back to the right~ though the nifty slot~ to a belay at the base of the obvious left-facing corner crack (~40m).    Pitch 6:  climb up the crack (~25m).  This is the crux pitch at around 5.7 or so in difficulty.  A couple of bolts protect this pitch.  Belay from the very large~ iron fixed piece (viewable from the parking lotha ha) where the summit register can also be found.  An easier escape option around to the right avoids the steep crack keeping the route at a more modest grade of 5.5/5.6.    Great 360 degree views from the top.    Descent    Follow the standard normal summit route back down~ passing through trenches~ climbing down old iron ladders~ and~ marveling at the effort required to hang onto this hunk of rock in WWI.  The trail is marked in red.  Well travelled~ and~ leads back to the main road.  Descent takes from 45 minutes to an hour.","The climb is well protected with fixed anchors.  Belays all have nice anchors.    A small set of nuts and cams~ along with a few shoulder lengths slings and a few quick draws should suffice for supplemental protection.",13
